Estimate	Std. Error	df	t value	feature	p.value
8.99831880561932	2.9975399253996	2223.00000001864	3.00190123553393	chr1-903804-905690	0.00271286726972895
6.62463265998416	2.95870474577232	2151.28787128198	2.23903134283678	chr1-958756-961335	0.0252557310725222
5.54865644075243	2.68772544749034	2036.59121623227	2.06444316919851	chr1-1012746-1014644	0.0391020726430018
7.60234958136452	3.36259968499248	2215.25535116752	2.26085478306988	chr1-2313699-2315646	0.0238648974606988
10.9093300679176	3.28213421517088	2216.78554445991	3.32385251568685	chr1-6358069-6360263	0.000902278769206421
8.03779791021101	3.54705150537185	2075.47560348794	2.26605052056282	chr1-10793712-10796916	0.0235508722842708
6.4354852341502	3.26031558546227	2101.34487372928	1.97388414264128	chr1-11663703-11665290	0.0485257151874749
5.17493272882048	2.33662384822154	2216.76263659089	2.21470508946455	chr1-11804778-11806818	0.026881662280094
5.90012126449342	2.7622863929304	2105.69231294472	2.13595566324831	chr1-12166671-12167955	0.0327980588452261
7.35594422981195	3.58622924794744	1698.4410601333	2.0511639723038	chr1-15322731-15324642	0.0404040886765991
11.5662194703167	5.19716511991454	2165.33917876026	2.22548624171996	chr1-19257072-19257923	0.0261512371173417
12.0185823225821	3.69673028991533	2222.40059397718	3.2511385413669	chr1-19643174-19645454	0.00116662127910373
6.14719782774065	2.54695866480218	1800.50415091855	2.41354440207144	chr1-27671181-27672976	0.015897470156871
5.75392267454365	2.81601632382514	1790.62591811169	2.04328455977407	chr1-27829876-27831445	0.0411703818791129
5.52498125764288	2.67807699188831	2133.83983060284	2.06304048553407	chr1-27872117-27874009	0.0392295113742806
5.88362198715077	2.85860391125739	2203.69419063909	2.05821518818352	chr1-31787739-31789634	0.0396868284051303
6.20155626728552	2.30115307748241	2184.78522839218	2.694977717028	chr1-32012821-32015116	0.00709325769036958
7.32840430240525	3.15188939147175	1948.19752393696	2.32508295571353	chr1-34983694-34985676	0.0201697880459149
6.95944836494557	3.50218766199269	2060.52278205485	1.98717174424221	chr1-40944177-40945476	0.0470355747378424
8.05664202338852	3.42597510907106	1158.70783884727	2.35163472205525	chr1-41661288-41663274	0.0188578303400011
6.66279563949952	2.92230360357574	502.390349615794	2.27998063970729	chr1-42462690-42464116	0.0230270692178132
6.24553947534202	2.9700238479607	2222.99999995504	2.10285835907694	chr1-43366724-43368829	0.0355903105232243
7.98761742063575	3.85746336794005	2223.00000000217	2.07069171078124	chr1-47871228-47872325	0.038502796168479
6.2256675130954	3.06920451675433	499.029896742644	2.02843032424539	chr1-52702743-52703783	0.0430469038401884
6.88046629456138	2.93994821173713	2222.99999994053	2.34033588316031	chr1-53888993-53890674	0.0193544213629399
8.48073197405079	3.81860803354617	2222.99999991728	2.22089617461342	chr1-54798795-54799886	0.026458425246965
7.73016980750347	3.38468318063203	2145.63290108143	2.28386805942056	chr1-56576806-56579790	0.0224765919668752
8.12011549573489	3.66733269763321	717.149391031392	2.21417476003074	chr1-59146228-59147504	0.0271305321210316
9.42281406103569	3.17432851734296	956.258294573739	2.96844325014065	chr1-61337085-61338752	0.00306776134729374
5.98031452624184	3.00449357460465	2222.99999991348	1.99045675344097	chr1-61724156-61725717	0.0466629110654407
4.58442455732735	2.29524423608382	2222.99999995762	1.99735805246999	chr1-67684002-67686986	0.0459079881333215
15.3566344004841	3.39331492410906	2156.31072663857	4.5255553180099	chr1-89272191-89274848	6.35138590381615e-06
4.14993225852678	2.00133603216569	2152.25352985822	2.07358094384382	chr1-89631994-89634491	0.0382369380365296
9.60554200237195	4.02855100529691	2207.79220430939	2.38436648555328	chr1-93701271-93703091	0.0171925477981588
8.81413068885568	3.80585071164666	2113.18057897105	2.31594231005506	chr1-100642588-100644403	0.0206566975415049
6.75462620526422	3.2176638203093	1142.24643068816	2.09923304063969	chr1-107055963-107058449	0.0360153804918256
7.70126698655125	3.80001166701577	2152.19868188912	2.02664298465147	chr1-108816077-108817402	0.042822017582916
8.90238639246036	3.97172203493598	1466.78794855996	2.2414424559809	chr1-109863375-109865614	0.0251464773457776
4.82145428710483	2.36987149140964	1646.9512513955	2.03447921314795	chr1-111592040-111594350	0.0420632184484404
13.6062763274979	3.98834206670129	2178.74737442793	3.41151187635005	chr1-112358651-112361573	0.000657826594435394
7.2716058498021	3.31650238737079	2222.99999995129	2.19255257511417	chr1-112673523-112675765	0.0284429494526242
5.78569024528064	2.58018869822969	2222.99999995942	2.24235159593184	chr1-114756736-114758849	0.0250368817344347
6.50688089315746	3.12157674820545	1803.44096200014	2.08448531560154	chr1-116138234-116140236	0.0372564475516177
13.6005771188685	3.74654908387465	891.589654559054	3.63016120018448	chr1-145688945-145691447	0.000299374175758566
9.07165547687697	3.3399859257425	2154.7334761547	2.71607595917048	chr1-147640449-147642650	0.00665884687913054
9.45578556345022	3.62076831182375	2170.52648463615	2.61154118383438	chr1-150619458-150620243	0.00907561107043666
6.73280472978988	3.20235883054326	2033.63686865323	2.10245168829119	chr1-151967662-151969051	0.0356363750229359
7.31512511556008	3.44616843660021	1961.42103898685	2.12268356876275	chr1-151972617-151973414	0.0339053375319
9.25206169947455	3.02787236470811	2199.585458727	3.05563134275855	chr1-151992147-151994649	0.00227284747988196
9.49220225656253	4.00714205276733	2213.91034386309	2.3688210029907	chr1-153490074-153491133	0.0179302766364243
8.95963480883875	3.71060295901707	1408.37677395057	2.41460347760088	chr1-153572023-153573056	0.0158791190593988
10.9504812446115	3.71915831247486	2168.46942671413	2.94434394144535	chr1-153789338-153792083	0.00327082114871236
7.3107997009337	3.52467669771934	2115.15804340179	2.07417596787365	chr1-159187582-159188946	0.0381836870338047
5.79879696590876	2.94184565568851	1994.97716885151	1.97114248828653	chr1-163320878-163322636	0.0488456008773361
14.7338577726631	4.75434639235286	2102.02362725421	3.09902908975286	chr1-168708667-168710413	0.00196726636245244
8.59400401784378	3.72946240642121	2223.00000000032	2.30435464453189	chr1-169115877-169116763	0.0212945234389964
8.52393935553683	3.40139625942456	1605.18649847976	2.50601185672465	chr1-173122076-173123836	0.0123084263421653
9.55804881926211	3.8680505862485	2142.41125480351	2.47102477233426	chr1-183179894-183181241	0.0135499246562731
5.70242697777554	2.71076724355447	2222.99999997457	2.10362102881924	chr1-184805429-184806998	0.0355236030797894
12.0317888768576	4.28963053339855	2167.38101317407	2.80485435358116	chr1-193407830-193409295	0.00507882992925955
8.30969127904834	4.11265963556166	2201.10559702018	2.0205151934275	chr1-196607813-196609792	0.0434508631560396
9.07423097520356	4.21697832487427	2043.45859958999	2.15183249144969	chr1-200477485-200478553	0.0315273857960629
11.6797249871181	4.12089304331971	2222.99999994634	2.83427035459021	chr1-201295716-201296550	0.00463452280475965
9.98619558182727	4.25609288505948	2188.92544755639	2.34632933338524	chr1-201310610-201311788	0.0190480987160595
